Cluster Name,Environment,Cluster Descriptor,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Nodes,Published On,Discovered On,Link,Summary
aap,cluster,,CVE-2019-19204,Not Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-19204,"DOCUMENTATION: An out-of-bounds read vulnerability was found in Oniguruma in the way it handled regular expression quantifiers. A remote attacker could abuse this flaw by providing a malformed regular expression that, when processed by an application linked to Oniguruma, could possibly crash the application, resulting in a denial of service."
aap,cluster,,CVE-2023-47108,Not Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-47108,"DOCUMENTATION: A memory exhaustion flaw was found in the otelgrpc handler of open-telemetry. This flaw may allow a remote unauthenticated attacker to flood the peer address and port and exhaust the server's memory by sending multiple malicious requests, affecting the availability of the system. 
            STATEMENT: While no authentication is required, there are a significant number of non-default factors that prevent widespread exploitation of this issue. To affect a service, all of the following must be true:
- The go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc package must be in use
- Configured a metrics pipeline that uses the UnaryServerInterceptor wrapper function
- No filtering of unknown HTTP methods or user agents at a higher level, such as Content Delivery Network

Due to the limited attack surface, Red Hat Product Security rates the impact of this flaw as Moderate.
            MITIGATION: As a workaround, use a view removing the attributes. Another possibility is to disable grpc metrics instrumentation by passing otelgrpc.WithMeterProvider option with noop.NewMeterProvider."
aap,cluster,,RHSA-2024:0500,Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0500,"OpenSSL is a toolkit that implements the Secure Sockets Layer (SSL) and Transport Layer Security (TLS) protocols, as well as a full-strength general-purpose cryptography library.

Security Fix(es):

* openssl: Incorrect cipher key and IV length processing (CVE-2023-5363)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* Backport implicit rejection mechanism for RSA PKCS#1 v1.5 to RHEL-9.2.z (RHEL-14578, BZ#2153471)
* OpenSSL should provide FIPS-compliant RSA-OAEP (RHEL-14616)
* NIST SP 800-56Arev3 Section 5.6.2.1 - Missing ECDH Public Key Check (RHEL-15992)
* In FIPS mode, OpenSSL must not perform any cryptographic operations when rsa_keygen_pairwise_test fails (RHEL-17110)"
aap,cluster,,RHSA-2024:0948,Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,2024-02-28T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0948,"Red Hat OpenShift Container Platform is Red Hat's cloud computing
Kubernetes application platform solution designed for on-premise or private
cloud deployments.
Security Fix(es):

* net/http, golang.org/x/net/http2: avoid quadratic complexity in HPACK
decoding (CVE-2022-41723)

For more details about the security issue(s), including the impact, a CVSS
score, acknowledgments, and other related information, refer to the CVE
page(s)
listed in the References section."
aap,cluster,,CVE-2021-29482,Not Fixable,Low,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-29482,"DOCUMENTATION: A flaw was found in github.com/ulikunitz/xz. The function readUvarint may not terminate a loop what could lead to denial of service (DoS). 
            STATEMENT: In OpenShift Container Platform (OCP), OpenShift ServiceMesh (OSSM) and Red Hat Advanced Cluster Management for Kubernetes (RHACM) the affected components are behind OpenShift OAuth authentication, therefore the impact is low.
In OCP before 4.7 the buildah, skopeo and podman packages include vulnerable version of github.com/ulikunitz/xz, but these OCP releases are already in the Maintenance Phase of the support, hence affected components are marked as wontfix. This may be fixed in the future."
aap,cluster,,CVE-2020-29652,Not Fixable,Low,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-29652,"DOCUMENTATION: A null pointer dereference vulnerability was found in golang. When using the library's ssh server without specifying an option for GSSAPIWithMICConfig, it is possible for an attacker to craft an ssh client connection using the `gssapi-with-mic` authentication method and cause the server to panic resulting in a denial of service. The highest threat from this vulnerability is to system availability. 
            STATEMENT: A large number of products include the affected package, but do not make use of the vulnerable SSH server code.  Accordingly, the flaw itself is rated as ""Important"", but these products themselves all have a ""Low"" severity rating.

Additionally, a number of products include golang.org/x/crypto (or even golang.org/x/crypto/ssh/terminal) but not specifically golang.org/x/crypto/ssh/server.go in the final build. As this would result in a very large number of entries of not affected products, only products which include the ssh server code (golang.org/x/crypto/ssh/server.go) have been represented here.  

Red Hat Enterprise Linux 8 container-tools:rhel8/containernetworking-plugins is not affected because although it uses some functionality from golang.org/x/crypto, it does not use or import anything from golang.org/x/crypto/ssh/*."
aap,cluster,,CVE-2022-3064,Not Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-3064,DOCUMENTATION: A flaw was found in go-yaml. This issue causes the consumption of excessive amounts of CPU or memory when attempting to parse a large or maliciously crafted YAML document.
aap,cluster,,CVE-2022-47085,Not Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-47085,"DOCUMENTATION: A flaw was found in print_panic function in the repo_checkout_filter.rs in ostree. By sending a specially crafted request, a remote attacker could cause a denial of service."
aap,cluster,,CVE-2019-19203,Not Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-19203,"DOCUMENTATION: An out-of-bounds read vulnerability was found in the way Oniguruma handled regular expressions with GB18030 character encoding. A UChar pointer is dereferenced without checking if it passed the end of the matched string, leading to a heap-based buffer over-read. A remote attacker could abuse this flaw by providing a malformed regular expression that, when processed by an application linked to Oniguruma, might crash the application causing a denial of service. 
            STATEMENT: This flaw did not affect the versions of Oniguruma (embedded in php) as shipped with Red Hat Enterprise Linux 5, as they did not include support for GB18030 character encoding, which was introduced in a later version of the library.

The versions of Ruby as shipped with Red Hat Enterprise Linux and Red Hat Software Collections 3 do not use Oniguruma but rather Onigmo, a regular expressions library forked from Oniguruma focusing on new expressions supported in Perl 5.10+. Those versions are affected by this flaw because both Onigmo and Oniguruma share the same vulnerable code. However, Ruby does perform additional checks which prevent the vulnerable code path to be easily reached, hence lowering the severity of the flaw."
aap,cluster,,CVE-2021-39293,Not Fixable,Low,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-39293,"DOCUMENTATION: A vulnerability was found in archive/zip of the Go standard library. Applications written in Go can panic or potentially exhaust system memory when parsing malformed ZIP files. An attacker capable of submitting a crafted ZIP file to a Go application using archive/zip to process that file could cause a denial of service via memory exhaustion or panic. This particular flaw is an incomplete fix for a previous flaw. 
            STATEMENT: * In OpenShift Container Platform, multiple components are written in Go and use archive/zip from the standard library. However, all such components are short lived client side tools, not long lived server side executables. As the maximum impact of this vulnerability is a denial of service in client utilities, this vulnerability is rated Low for OpenShift Container Platform.

* This flaw is out of support scope for Red Hat Enterprise Linux 7. For more information about Red Hat Enterprise Linux support scope, please see https://access.redhat.com/support/policy/updates/errata

* Because Service Telemetry Framework1.2 will be retiring soon and the flaw's impact is lower, no update will be provided at this time for STF1.2's smart-gateway-container and sg-core-container."
aap,cluster,,CVE-2021-38561,Not Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2021-38561,"DOCUMENTATION: A flaw was found in golang. The language package for go language can panic due to an out-of-bounds read when an incorrectly formatted language tag is being parsed. This flaw allows an attacker to cause applications using this package to parse untrusted input data to crash, leading to a denial of service of the affected component. 
            STATEMENT: This flaw may be triggered only by accepting untrusted user input to the vulnerable golang's library. The overall DoS attack vector depends directly on how the library's input is exposed by the consuming application, thus Red Hat rates impact as Moderate.

In Red Hat Advanced Cluster Management for Kubernetes (RHACM) 2.5 version, the registration-operator, lighthouse-coredns, lighthouse-agent, gatekeeper-operator, and discovery-operator components are affected by this flaw, but the rest of the components are using an already patched version and are unaffected. For 2.4 and previous versions of Red Hat Advanced Cluster Management for Kubernetes (RHACM), most of the components are affected."
aap,cluster,,CVE-2021-33194,Not Fixable,Moderate,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-33194,"DOCUMENTATION: A flaw was found in golang. An attacker can craft an input to ParseFragment within parse.go that would cause it to enter an infinite loop and never return. The greatest threat to the system is of availability. 
            STATEMENT: Red Hat Developer Tools go-toolset-1.14-golang not affected because the vulnerable code is not shipped.

This vulnerability within golang and buildah shipped with RHEL-7 are out of support scope. For more information on Red Hat's support scope, visit: https://access.redhat.com/support/policy/updates/errata

For RHEL-8's go-toolset:rhel8/golang, container-tools:1.0/buildah, container-tools:2.0/buildah, and container-tools:rhel8/buildah, the affected function is only used in e2e tests.

For RHEL-9's golang and buildah, the affected function is only used in e2e tests.

Red Hat Openshift Container Storage has dependencies with the affected code, however, low priority trackers were filed as the vulnerable code is not shipped or used."
aap,cluster,,RHSA-2024:0981,Fixable,Important,7.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,2024-02-26T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0981,"The unbound packages provide a validating, recursive, and caching DNS or DNSSEC resolver. 

Security Fix(es):

* bind9: KeyTrap - Extreme CPU consumption in DNSSEC validator (CVE-2023-50387)

* bind9: Preparing an NSEC3 closest encloser proof can exhaust CPU resources (CVE-2023-50868)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2023-25173,Not Fixable,Low,7.3,100%,5.50,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2023-25173,"DOCUMENTATION: A flaw was found in containerd, where supplementary groups are not set up properly inside a container. If an attacker has direct access to a container and manipulates their supplementary group access, they may be able to use supplementary group access to bypass primary group restrictions in some cases. This issue can allow access to sensitive information or gain the ability to execute code in that container. 
            STATEMENT: The following products include containerd related code, but do not use the specific Go packages impacted by this CVE, `containerd/cri/server` and `containerd/oci`. This CVE is therefore rated Low for these products:

* OpenShift Container Platform
* OpenShift Service Mesh
* OpenShift API for Data Protection
* Red Hat Advanced Cluster Security
* Red Hat Advanced Cluster Management for Kubernetes"
aap,cluster,,CVE-2021-20206,Not Fixable,Moderate,7.2,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-20206,"DOCUMENTATION: An improper limitation of path name flaw was found in containernetworking/cni. When specifying the plugin to load in the `type` field in the network configuration, it is possible to use special elements such as ""../"" separators to reference binaries elsewhere on the system. This flaw allows an attacker to execute other existing binaries other than the cni plugins/types, such as `reboot`. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability. 
            STATEMENT: OpenShift ServiceMesh (OSSM) does package a vulnerable version of containernetworking/cni, however, the NetworkDefinitionAttachment is defined in code and cannot be easily changed except through a user who has access to the operator namespace such as cluster-admin. As such, for OSSM, the impact is Low."
aap,cluster,,CVE-2020-27833,Not Fixable,Moderate,7.1,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-27833,"DOCUMENTATION: A Zip Slip vulnerability was found in the oc binary in openshift-clients where an arbitrary file write is achieved by using a specially crafted raw container image (.tar file) which contains symbolic links. The vulnerability is limited to the command `oc image extract`. If a symbolic link is first created pointing within the tarball, this allows further symbolic links to bypass the existing path check. This flaw allows the tarball to create links outside the tarball's parent directory, allowing for executables or configuration files to be overwritten, resulting in arbitrary code execution. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability. 
            
            MITIGATION: The option `--only-files=true` can be specified to ensure that only files and directories from the image are extracted and symbolic links are ignored. While this means that if a  image does implement malicious symbolic links, no links will be created outside the parent tarball. However, this does mean that if legitimate symbolic links are specific within the image these will also not be created."
aap,cluster,,CVE-2023-5366,Not Fixable,Moderate,7.1,100%,4.20,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-5366,"DOCUMENTATION: A flaw was found in Open vSwitch that allows ICMPv6 Neighbor Advertisement packets between virtual machines to bypass OpenFlow rules. This issue may allow a local attacker to create specially crafted packets with a modified or spoofed target IP address field that can redirect ICMPv6 traffic to arbitrary IP addresses. 
            STATEMENT: Red Hat Enterprise Linux 7 provides the `openvswitch` package only through the unsupported Optional repository. Customers are advised to install Open vSwitch (OVS) from RHEL Fast Datapath instead.
Red Hat OpenStack Platform 13/16 deployments are not affected because they use openvswitch directly from the Fast Datapath channel. A rhosp-openvswitch update will therefore not be provided at this time. Any updates will be distributed through that channel."
aap,cluster,,RHSA-2024:0811,Fixable,Moderate,7.0,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,2024-02-14T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0811,"The sudo packages contain the sudo utility which allows system
administrators to provide certain users with the permission to execute
privileged commands, which are used for system management purposes, without
having to log in as root.

Bug Fix(es) and Enhancement(s):

* CVE-2023-28487 sudo: Sudo does not escape control characters in sudoreplay output
* CVE-2023-28486 sudo: Sudo does not escape control characters in log messages
* CVE-2023-42465 sudo: Targeted Corruption of Register and Stack Variables"
aap,cluster,,CVE-2019-13224,Not Fixable,Moderate,6.8,100%,4.70,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-13224,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: A use-after-free in onig_new_deluxe() in regext.c in Oniguruma 6.9.2 allows attackers to potentially cause information disclosure, denial of service, or possibly code execution by providing a crafted regular expression. The attacker provides a pair of a regex pattern and a string, with a multi-byte encoding that gets handled by onig_new_deluxe(). Oniguruma issues often affect Ruby, as well as common optional libraries for PHP and Rust. 
            STATEMENT: Ruby versions are not affected as they used Onigmo, which is a fork of Oniguruma, instead. The Onigmo library doesn't includes the source code containing the related bug."
aap,cluster,,RHSA-2024:0456,Fixable,Moderate,6.8,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0456,"The grub2 packages provide version 2 of the Grand Unified Boot Loader (GRUB), a highly configurable and customizable boot loader with modular architecture. The packages support a variety of kernel formats, file systems, computer architectures, and hardware devices.

Security Fix(es):

* grub2: bypass the GRUB password protection feature (CVE-2023-4001)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2020-10756,Not Fixable,Low,6.5,100%,4.00,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-10756,"DOCUMENTATION: An out-of-bounds read vulnerability was found in the SLiRP networking implementation of the QEMU emulator. This flaw occurs in the icmp6_send_echoreply() routine while replying to an ICMP echo request, also known as ping. This flaw allows a malicious guest to leak the contents of the host memory, resulting in possible information disclosure. 
            STATEMENT: This flaw did not affect the versions of SLiRP embedded in `qemu-kvm` as shipped with Red Hat Enterprise Linux 6 and 7, as they did not include support for ICMPv6, which was introduced in a later version of the package.

OpenShift 4.x packages slirp4netns  as a dependency of podman however podman doesn't set the --enable-ipv6 flag. Hence the impact has been reduced to low, as the code is still being packaged and podman might decide to enable IPv6 in future.

In Red Hat OpenStack Platform, because the flaw has a lower impact and the fix would require a substantial amount of development, no update will be provided at this time for the RHOSP qemu-kvm-rhev package."
aap,cluster,,CVE-2019-16163,Not Fixable,Moderate,6.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-16163,DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Oniguruma before 6.9.3 allows Stack Exhaustion in regcomp.c because of recursion in regparse.c.
aap,cluster,,RHSA-2024:0453,Fixable,Moderate,6.5,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0453,"The RPM Package Manager (RPM) is a command-line driven package management system capable of installing, uninstalling, verifying, querying, and updating software packages.

Security Fix(es):

* rpm: TOCTOU race in checks for unsafe symlinks (CVE-2021-35937)

* rpm: races with chown/chmod/capabilities calls during installation (CVE-2021-35938)

* rpm: checks for unsafe symlinks are not performed for intermediary directories (CVE-2021-35939)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2022-3260,Not Fixable,Low,6.5,100%,4.70,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2022-3260,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: The response header has not enabled X-FRAME-OPTIONS, Which helps prevents against Clickjacking attack.. Some browsers would interpret these results incorrectly, allowing clickjacking attacks."
aap,cluster,,CVE-2023-2728,Not Fixable,Moderate,6.5,100%,5.20,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2023-2728,"DOCUMENTATION: A flaw was found in Kubernetes, where users may be able to launch containers that bypass the mountable secrets policy enforced by the ServiceAccount admission plugin when using ephemeral containers. The policy ensures that pods running with a service account may only reference secrets specified in the service account’s secrets field. Kubernetes clusters are only affected if the ServiceAccount admission plugin and the kubernetes.io/enforce-mountable-secrets annotation are used together with ephemeral containers. 
            
            MITIGATION: This issue can be mitigated by applying the patch provided for the kube-apiserver component. The patch prevents ephemeral containers from bypassing the mountable secrets policy enforced by the ServiceAccount admission plugin."
aap,cluster,,CVE-2022-1632,Not Fixable,Moderate,6.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2022-1632,"DOCUMENTATION: An Improper Certificate Validation attack was found in Openshift. A re-encrypt Route with destinationCACertificate explicitly set to the default serviceCA skips internal Service TLS certificate validation. This flaw allows an attacker to exploit an invalid certificate, resulting in a loss of confidentiality."
aap,cluster,,CVE-2023-2727,Not Fixable,Moderate,6.5,100%,5.20,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2023-2727,"DOCUMENTATION: A flaw was found in Kubernetes, where users may be able to launch containers using images restricted by the ImagePolicyWebhook when using ephemeral containers. Kubernetes clusters are only affected if the ImagePolicyWebhook admission plugin is used together with ephemeral containers. 
            
            MITIGATION: This issue can be mitigated by applying the patch provided for the kube-apiserver component. This patch prevents ephemeral containers from using an image that is restricted by ImagePolicyWebhook. 
Note: Validation webhooks, (such as Gatekeeper <https://open-policy-agent.github.io/gatekeeper-library/website/validation/allowedrepos> 
and Kyverno <https://kyverno.io/policies/other/allowed-image-repos/allowed-image-repos/>) can also be used to enforce the same restrictions."
aap,cluster,,CVE-2020-1983,Not Fixable,Moderate,6.5,100%,4.00,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-1983,"DOCUMENTATION: A use-after-free flaw was found in the SLiRP networking implementation of the QEMU emulator. Specifically, this flaw occurs in the ip_reass() routine while reassembling incoming IP fragments whose combined size is bigger than 65k. This flaw allows an attacker to crash the QEMU process on the host, resulting in a denial of service."
aap,cluster,,RHSA-2024:0455,Fixable,Moderate,6.5,100%,2.50,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0455,"OpenSSH is an SSH protocol implementation supported by a number of Linux, UNIX, and similar operating systems. It includes the core files necessary for both the OpenSSH client and server.

Security Fix(es):

* ssh: Prefix truncation attack on Binary Packet Protocol (BPP) (CVE-2023-48795)

* openssh: potential command injection via shell metacharacters (CVE-2023-51385)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2023-25809,Not Fixable,Moderate,6.3,100%,3.70,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-25809,"DOCUMENTATION: A flaw was found in runc, where it is vulnerable to a denial of service caused by improper access control in the /sys/fs/cgroup endpoint. This flaw allows a local authenticated attacker to cause a denial of service. 
            
            MITIGATION: Condition 1: Unshare the cgroup namespace ((docker|podman|nerdctl) run --cgroupns=private). This is the default behavior of Docker/Podman/nerdctl on cgroup v2 hosts.
Condition 2 (very rare): add /sys/fs/cgroup to maskedPaths"
aap,cluster,,CVE-2023-28642,Not Fixable,Moderate,6.1,100%,3.70,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2023-28642,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: runc is a CLI tool for spawning and running containers according to the OCI specification. It was found that AppArmor can be bypassed when `/proc` inside the container is symlinked with a specific mount configuration. This issue has been fixed in runc version 1.1.5, by prohibiting symlinked `/proc`. See PR #3785 for details. users are advised to upgrade. Users unable to upgrade should avoid using an untrusted container image."
aap,cluster,,RHSA-2024:0499,Fixable,Moderate,5.9,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0499,"libssh is a library which implements the SSH protocol. It can be used to implement client and server applications.

Security Fix(es):

* ssh: Prefix truncation attack on Binary Packet Protocol (BPP) (CVE-2023-48795)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2022-4122,Not Fixable,Moderate,5.9,100%,4.00,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-4122,"DOCUMENTATION: A vulnerability was found in buildah and podman. Incorrect following of symlinks while reading .containerignore and .dockerignore results in information disclosure. 
            STATEMENT: These bugs come about when ""podman --remote build ..."" is run, thus affecting buildah, but the bug itself needs to be fixed in podman, and ported to Buildah."
aap,cluster,,RHSA-2024:0451,Fixable,Moderate,5.9,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0451,"The gnutls packages provide the GNU Transport Layer Security (GnuTLS) library, which implements cryptographic algorithms and protocols such as SSL, TLS, and DTLS.

Security Fix(es):

* gnutls: timing side-channel in the RSA-PSK authentication (CVE-2023-5981)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2023-48795,Not Fixable,Moderate,5.9,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-48795,"DOCUMENTATION: A flaw was found in the SSH channel integrity. By manipulating sequence numbers during the handshake, an attacker can remove the initial messages on the secure channel without causing a MAC failure. For example, an attacker could disable the ping extension and thus disable the new countermeasure in OpenSSH 9.5 against keystroke timing attacks. 
            STATEMENT: This CVE is classified as moderate because the attack requires an active Man-in-the-Middle (MITM) who can intercept and modify the connection's traffic at the TCP/IP layer.

Although the attack is cryptographically innovative, its security impact is fortunately quite limited. It only allows the deletion of consecutive messages, and deleting most messages at this protocol stage prevents user authentication from proceeding, leading to a stalled connection.

The most significant identified impact is that it enables a MITM to delete the SSH2_MSG_EXT_INFO message sent before authentication begins. This allows the attacker to disable a subset of keystroke timing obfuscation features. However, there is no other observable impact on session secrecy or session integrity.
            MITIGATION: As an alternate less invasive countermeasure, the affected cipher modes chacha20-poly1305 and any encrypt-then-mac variants (generic EtM) may be (temporarily) disabled. Some cipher modes, in particular AES-GCM, are not affected and can still be used without changes.


You can disable the following ciphers and HMACs as a workaround  on RHEL-8 and RHEL-9:
1. chacha20-poly1305@openssh.com
2. hmac-sha2-512-etm@openssh.com
3. hmac-sha2-256-etm@openssh.com
4. hmac-sha1-etm@openssh.com
5. hmac-md5-etm@openssh.com

To do that through crypto-policies, one can apply a subpolicy with the following content:
```
cipher@SSH = -CHACHA20-POLY1305
ssh_etm = 0
```
e.g., by putting these lines into `/etc/crypto-policies/policies/modules/CVE-2023-48795.pmod`, applying the resulting subpolicy with `update-crypto-policies --set $(update-crypto-policies --show):CVE-2023-48795` and restarting openssh server.

One can verify that the changes are in effect by ensuring the ciphers listed above are missing from both `/etc/crypto-policies/back-ends/openssh.config` and `/etc/crypto-policies/back-ends/opensshserver.config`.

For more details on using crypto-policies, please refer to https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/9/html/security_hardening/using-the-system-wide-cryptographic-policies_security-hardening

Note that this procedure does limit the interoperability of the host and is only suggested as a temporary mitigation until the issue is fully resolved with an update.

For RHEL-7: 
We can recommend to use strict MACs and Ciphers on RHEL7 in both files /etc/ssh/ssh_config and /etc/ssh/sshd_config.

Below strict set of Ciphers and MACs can be used as mitigation for RHEL 7.

```
Ciphers aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com
MACs umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512
```

OR

Remove the chacha cipher and etm macs from both config options which are currently configured.
```
ssh -Q cipher
ssh -Q mac
sshd -T | grep -e '^ciphers ' -e '^macs '
```"
aap,cluster,,CVE-2021-20199,Not Fixable,Moderate,5.9,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-20199,"DOCUMENTATION: A flaw was found in podman. Rootless containers receive all traffic with a source IP address of 127.0.0.1 (including from remote hosts) which impact containerized applications that trust localhost (127.0.01) connections by default and do not require authentication. The highest threat from this vulnerability is to data integrity. 
            STATEMENT: This issue does not affect Podman prior to version 1.8.0. Podman shipped in the following products are therefore not affected:

* Red Hat Enterprise Linux 7 Extras
* Red Hat Enterprise Linux 8 Container Tools stream 1.0
* Red Hat Enterprise Linux 8 Container Tools stream 2.0
* OpenShift Container Platform 3.11
* OpenShift Container Platform 4.1 to 4.5
            MITIGATION: Configure containerized applications to require authentication for connections from all sources, including localhost."
